show_title,season_title,category,max_weeks,best_rank,entry_rank,tmdb_id,tmdb_rating,tmdb_vote_count,tmdb_popularity,genres,original_language,runtime_minutes,days_since_release,is_korean,is_sequel,budget_usd,avg_cast_popularity,first_week,is_breakout,lang_label
Cosmic Princess Kaguya!,,Films,3,8,10,1575337.0,8.3,50.0,17.729,Animation|Fantasy|Music|Science Fiction,ja,141.0,3.0,0,0,0.0,3.43,2026-01-25,0,Japanese
Count,,Films,5,1,5,1070308.0,6.0,1.0,2.1758,Drama,en,14.0,1562.0,0,0,0.0,0.94,2023-06-11,1,English
Counterattack,,Films,3,3,9,73154.0,6.385,13.0,0.7104,War|Drama,en,90.0,29165.0,0,0,0.0,1.25,2025-03-02,0,English
Crash Course in Romance,Crash Course in Romance: Limited Series,TV,12,1,10,202318.0,8.19,121.0,6.6045,Drama|Comedy,ko,73.0,50.0,1,0,,1.99,2023-03-05,1,Korean
Crawl,,Films,1,5,5,511987.0,6.3,3319.0,5.3346,Horror|Thriller,en,87.0,1537.0,0,0,13500000.0,1.99,2023-09-24,0,English
Crawlspace,,Films,1,10,10,879538.0,5.782,149.0,3.9965,Thriller|Crime|Horror,en,90.0,472.0,0,0,0.0,2.17,2023-07-16,0,English
Crayon Shin-chan the Movie: Our Dinosaur Diary,,Films,1,5,5,1221404.0,5.7,36.0,1.9228,Animation|Adventure|Comedy|Family,ja,106.0,485.0,0,0,0.0,2.86,2025-12-07,0,Japanese
Crayon Shin-chan the Movie: Super-Dimension! The Storm Called My Bride,,Films,1,10,10,117352.0,7.7,61.0,1.5862,Animation|Comedy|Family,ja,99.0,5062.0,0,0,0.0,1.56,2024-02-25,0,Japanese
Crime Scene Zero,Crime Scene Zero: Season 1,TV,5,1,8,298698.0,9.3,6.0,3.0414,Reality|Crime,ko,,5.0,1,0,,1.56,2025-09-28,1,Korean
Crypto Man,,Films,3,2,10,1204889.0,5.25,6.0,0.7488,Drama|Crime,ko,110.0,102.0,1,0,0.0,0.83,2025-04-27,0,Korean
Culinary Class Wars,Culinary Class Wars: Season 1,TV,8,1,8,245684.0,8.476,62.0,13.2212,Reality,ko,60.0,5.0,1,0,,0.81,2024-09-22,1,Korean
Culinary Class Wars,Culinary Class Wars: Season 2,TV,6,1,9,245684.0,8.476,62.0,13.2212,Reality,ko,60.0,460.0,1,1,,0.81,2025-12-21,1,Korean
Curve,,Films,2,7,7,391262.0,7.0,76.0,1.9142,Thriller|Horror,en,10.0,3054.0,0,0,0.0,0.3,2024-10-20,0,English
D.P.,D.P.: Season 1,TV,12,5,8,110534.0,8.01,253.0,8.5998,Drama|Action & Adventure|Crime,ko,50.0,695.0,1,0,,3.68,2023-07-23,1,Korean
D.P.,D.P.: Season 2,TV,5,1,6,110534.0,8.01,253.0,8.5998,Drama|Action & Adventure|Crime,ko,50.0,702.0,1,1,,3.68,2023-07-30,1,Korean
DAN DA DAN,DAN DA DAN: Season 1,TV,1,9,9,240411.0,8.568,769.0,31.1033,Animation|Action & Adventure|Comedy|Sci-Fi & Fantasy,ja,24.0,30.0,0,0,,2.47,2024-11-03,0,Japanese
DAN DA DAN,DAN DA DAN: Season 2,TV,1,10,10,240411.0,8.568,769.0,31.1033,Animation|Action & Adventure|Comedy|Sci-Fi & Fantasy,ja,24.0,282.0,0,1,,2.47,2025-07-13,0,Japanese
Daily Dose of Sunshine,Daily Dose of Sunshine: Season 1,TV,5,1,7,205319.0,8.187,126.0,8.3741,Drama,ko,,2.0,1,0,,2.11,2023-11-05,1,Korean
Dampyr,,Films,1,7,7,644124.0,6.216,176.0,1.0171,Horror|Fantasy|Action,it,109.0,527.0,0,0,15000000.0,1.98,2024-04-07,0,Other
Damsel,,Films,4,1,2,763215.0,6.99,2691.0,9.3423,Fantasy|Action|Adventure,en,107.0,3.0,0,0,60000000.0,5.5,2024-03-10,1,English
Dare to Love Me,,TV,2,7,10,233099.0,6.2,5.0,2.5296,Drama|Comedy,ko,61.0,6.0,1,0,,1.11,2024-05-19,0,Korean
Daredevil,,Films,1,9,9,9480.0,5.288,5370.0,5.8826,Fantasy|Action,en,103.0,7499.0,0,0,78000000.0,4.93,2023-08-27,0,English
Dead to Rights,,Films,1,7,7,1500536.0,8.0,67.0,3.6758,Drama|War|History,zh,137.0,190.0,0,0,20000000.0,1.94,2026-01-25,0,Other
Dear Hongrang,Dear Hongrang: Season 1,TV,6,2,9,224819.0,7.293,58.0,4.8267,Drama|Mystery,ko,,2.0,1,0,,1.52,2025-05-18,1,Korean
Decibel,,Films,4,2,8,494590.0,0.0,0.0,1.405,Comedy,fr,0.0,11393.0,0,0,0.0,1.24,2023-03-12,1,Other
Delightfully Deceitful,Delightfully Deceitful: Season 1,TV,2,7,8,210218.0,5.9,25.0,2.5738,Drama|Comedy|Crime,ko,62.0,790.0,1,0,,1.51,2025-07-27,0,Korean
Demon City,,Films,3,2,10,1405338.0,6.891,308.0,6.4395,Action|Crime|Fantasy|Thriller,ja,106.0,4.0,0,0,0.0,1.77,2025-03-02,0,Japanese
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,,Films,9,5,9,635302.0,8.204,4396.0,9.7546,Animation|Action|Fantasy,ja,117.0,1780.0,0,0,15700000.0,4.26,2025-08-31,1,Japanese
Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Entertainment District Arc,TV,5,7,7,85937.0,8.634,7073.0,18.4465,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,,1562.0,0,0,,3.24,2023-07-16,1,Japanese
Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Hashira Training Arc,TV,16,1,8,85937.0,8.634,7073.0,18.4465,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,,1870.0,0,0,,3.24,2024-05-19,1,Japanese
Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Mugen Train Arc,TV,1,10,10,85937.0,8.634,7073.0,18.4465,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,,2346.0,0,0,,3.24,2025-09-07,0,Japanese
Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba: Swordsmith Village Arc,TV,9,5,9,85937.0,8.634,7073.0,18.4465,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,,1828.0,0,0,,3.24,2024-04-07,1,Japanese
Demon Slayer: Kimetsu no Yaiba,"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc",TV,4,7,9,85937.0,8.634,7073.0,18.4465,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,,2339.0,0,0,,3.24,2025-08-31,1,Japanese
Despicable Me 3,,Films,3,7,10,324852.0,6.465,7538.0,5.5623,Action|Animation|Comedy|Family|Adventure,en,90.0,2432.0,0,0,80000000.0,3.66,2024-02-11,0,English
Despicable Me 4,,Films,3,5,7,519182.0,7.0,3070.0,17.1898,Family|Comedy|Animation|Science Fiction|Action,en,94.0,591.0,0,0,100000000.0,5.19,2026-02-01,0,English
Destined with You,Destined with You: Limited Series,TV,8,5,8,215001.0,8.1,218.0,12.0841,Drama|Sci-Fi & Fantasy|Comedy,ko,65.0,4.0,1,0,,2.21,2023-08-27,1,Korean
Detective Knight: Rogue,,Films,1,6,6,1024546.0,6.058,180.0,1.5666,Action|Crime|Thriller,en,105.0,212.0,0,0,0.0,2.69,2023-05-21,0,English
Detour,,Films,1,10,10,178603.0,5.304,46.0,2.0386,Thriller|Mystery,en,87.0,3642.0,0,0,0.0,1.05,2023-03-19,0,English
Devils,,Films,4,1,9,1098179.0,0.0,0.0,0.0884,Horror,en,13.0,763.0,0,0,0.0,0.31,2023-10-22,1,English
Dirty Money,,Films,6,1,9,62798.0,5.4,4.0,0.1663,Thriller,fr,110.0,6382.0,0,0,0.0,0.75,2025-06-22,1,Other
Ditto,,Films,3,5,5,53587.0,5.4,5.0,0.765,Comedy,en,17.0,31432.0,0,0,0.0,0.78,2023-03-05,0,English
Divorce Attorney Shin,Divorce Attorney Shin: Limited Series,TV,7,1,5,204241.0,7.846,39.0,3.8806,Drama,ko,66.0,8.0,1,0,,1.53,2023-03-12,1,Korean
Doctor Cha,Doctor Cha: Limited Series,TV,9,1,8,214997.0,8.0,59.0,3.5248,Drama|Comedy,ko,65.0,8.0,1,0,,1.51,2023-04-23,1,Korean
Doctor John,Doctor John: Limited Series,TV,2,4,6,90706.0,7.646,41.0,5.0278,Drama,ko,60.0,2046.0,1,0,,2.0,2025-02-23,0,Korean
Doctor Slump,Doctor Slump: Limited Series,TV,9,1,5,222233.0,8.2,125.0,12.7371,Drama|Comedy,ko,65.0,1.0,1,0,,1.93,2024-01-28,1,Korean
Doctors,Doctors: Limited Series,TV,1,8,8,5080.0,4.7,43.0,14.1985,Soap|Drama,en,30.0,9113.0,0,0,,0.35,2025-03-09,0,English
Dog Days,,Films,3,1,9,1167836.0,0.0,0.0,0.1089,,nl,0.0,3035.0,0,0,0.0,0.0,2025-01-19,0,Other
Don't Buy the Seller,,Films,5,1,8,813079.0,6.8,81.0,1.6622,Thriller|Mystery|Crime,ko,101.0,109.0,1,0,0.0,2.98,2023-12-17,1,Korean
Don't Move,,Films,3,1,4,1063877.0,6.317,942.0,3.1971,Horror|Thriller,en,92.0,3.0,0,0,0.0,1.72,2024-10-27,0,English
Don’t Call Me Ma’am,Don’t Call Me Ma’am: Season 1,TV,6,4,9,294731.0,7.0,5.0,2.0804,Comedy|Drama,ko,,6.0,1,0,,1.45,2025-11-16,1,Korean
Doom at Your Service,Doom at Your Service: Limited Series,TV,1,9,9,116386.0,7.9,505.0,7.5592,Drama|Sci-Fi & Fantasy|Comedy,ko,64.0,790.0,1,0,,1.95,2023-07-09,0,Korean
Doona!,Doona!: Season 1,TV,5,1,9,194797.0,7.726,197.0,6.3756,Drama,ko,,2.0,1,0,,1.43,2023-10-22,1,Korean
Double Jeopardy,,Films,4,7,10,10398.0,6.617,1430.0,5.1622,Drama|Thriller|Mystery,en,105.0,8759.0,0,0,70000000.0,3.19,2023-09-17,1,English
Doubt,Doubt: Season 1,TV,7,2,8,68950.0,4.5,27.0,3.4461,Drama,en,45.0,2797.0,0,0,,2.77,2024-10-13,1,English
Dr. Cheon and the Lost Talisman,,Films,6,1,8,950253.0,6.185,54.0,1.5047,Fantasy|Mystery|Action,ko,98.0,116.0,1,0,0.0,2.68,2024-01-21,1,Korean
Dr. Seuss' The Grinch,,Films,1,8,8,762951.0,5.1,13.0,0.3577,Family|Music|TV Movie|Fantasy,en,82.0,1845.0,0,0,0.0,1.82,2025-12-28,0,English
Dream,,Films,6,1,6,828269.0,0.0,0.0,2.1396,,en,9.0,891.0,0,0,0.0,1.94,2023-07-30,1,English
Drive,,Films,3,2,9,64690.0,7.582,13366.0,8.9067,Drama|Thriller|Crime,en,100.0,4749.0,0,0,15000000.0,6.15,2024-09-15,0,English
Dungeons & Dragons: Honor Among Thieves,,Films,2,5,10,493529.0,7.329,4386.0,8.1828,Adventure|Fantasy|Comedy,en,134.0,591.0,0,0,151000000.0,4.64,2024-11-03,0,English
Dynamite Kiss,Dynamite Kiss: Limited Series,TV,7,2,10,281013.0,8.205,66.0,11.4503,Drama|Comedy,ko,68.0,4.0,1,0,,1.61,2025-11-16,1,Korean
Ehrengard: The Art of Seduction,,Films,1,6,6,1113448.0,6.051,118.0,0.9514,Romance|Comedy|Drama,da,95.0,10.0,0,0,0.0,1.28,2023-09-24,0,Other
Einstein and the Bomb,,Films,1,9,9,1168709.0,6.2,98.0,0.8824,Documentary|Drama,en,77.0,2.0,0,0,0.0,1.72,2024-02-18,0,English
Elektra,,Films,2,4,8,9947.0,5.047,2605.0,4.4715,Action|Fantasy|Adventure,en,97.0,7521.0,0,0,43000000.0,2.96,2025-08-17,0,English
Emily in Paris,Emily in Paris: Season 4,TV,3,5,9,82596.0,7.599,1514.0,26.4749,Drama|Comedy,en,,1416.0,0,1,,2.3,2024-08-18,0,English
Emily the Criminal,,Films,2,9,10,862965.0,6.677,962.0,3.0729,Crime|Drama|Thriller,en,97.0,310.0,0,0,2000000.0,4.64,2023-06-18,0,English
End Couple,End Couple: Season 1,TV,1,9,9,153990.0,0.0,0.0,2.3843,Drama|Family,zh,45.0,2891.0,0,0,,1.7,2024-12-15,0,Other
Escape,,Films,10,1,10,1155396.0,0.0,0.0,2.6274,Comedy|Drama|Romance,en,14.0,751.0,0,0,0.0,1.59,2024-11-10,1,English
Eve,,TV,3,4,7,1994.0,8.625,16.0,6.4745,Comedy,en,22.0,7622.0,0,0,,1.17,2024-07-28,0,English
Even If This Love Disappears Tonight,,Films,2,1,1,1466115.0,8.074,68.0,23.0779,Romance|Drama,ko,106.0,46.0,1,0,0.0,1.53,2026-02-08,0,Korean
Everything Everywhere All at Once,,Films,1,10,10,545611.0,7.72,7679.0,11.4079,Action|Adventure|Science Fiction,en,140.0,1081.0,0,0,25000000.0,4.38,2025-03-09,0,English
Exhuma,,Films,13,1,10,838209.0,7.513,632.0,6.5834,Mystery|Horror|Thriller,ko,134.0,150.0,1,0,0.0,2.24,2024-07-21,1,Korean
Exterritorial,,Films,5,2,10,1233069.0,6.61,621.0,5.685,Thriller|Action,de,109.0,5.0,0,0,0.0,1.94,2025-05-04,1,Other
Extraction,,Films,4,2,7,545609.0,7.297,6487.0,8.139,Action|Thriller,en,116.0,1151.0,0,0,65000000.0,3.78,2023-06-18,1,English
Extraction 2,,Films,4,1,1,697843.0,7.392,2792.0,6.8574,Action|Thriller|Crime,en,122.0,9.0,0,0,65000000.0,4.73,2023-06-18,1,English
Extreme Job,,Films,3,9,10,567646.0,7.165,339.0,2.5186,Action|Comedy|Crime,ko,111.0,1551.0,1,0,8120000.0,1.63,2023-04-23,0,Korean
Eye Love You,Eye Love You: Season 1,TV,9,4,10,240581.0,7.2,25.0,3.1134,Drama|Sci-Fi & Fantasy|Comedy,ja,49.0,12.0,0,0,,1.51,2024-02-04,1,Japanese
Eye for an Eye,,Films,2,1,3,1199869.0,5.448,29.0,47.5352,Horror,en,101.0,-109.0,0,0,10000000.0,2.66,2025-03-16,0,English
Eye of the Storm,,Films,1,4,4,246909.0,3.9,9.0,0.4744,Thriller|Romance,en,98.0,11644.0,0,0,0.0,2.31,2023-08-20,0,English
FENGSHUI,,Films,2,4,10,544089.0,7.111,18.0,0.8187,Drama|History,ko,126.0,2286.0,1,0,0.0,2.0,2024-12-22,0,Korean
Fabricated City,,Films,4,2,8,435366.0,7.7,340.0,2.4356,Action|Thriller|Crime,ko,126.0,3195.0,1,0,0.0,4.18,2025-11-09,1,Korean
Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells,Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells: Season 1,TV,1,7,7,245285.0,7.572,97.0,6.0497,Animation|Sci-Fi & Fantasy|Action & Adventure,ja,25.0,233.0,0,0,,2.49,2025-02-23,0,Japanese
Fair Play,,Films,1,5,5,910571.0,6.313,590.0,2.0248,Drama|Thriller|Romance,en,113.0,17.0,0,0,0.0,2.79,2023-10-15,0,English
Fall,,Films,2,9,10,985939.0,7.111,4398.0,10.9609,Thriller,en,107.0,563.0,0,0,3000000.0,3.09,2024-02-25,0,English
Fall for Me,,Films,3,4,9,1300116.0,6.114,201.0,7.0726,Romance|Thriller,de,103.0,4.0,0,0,0.0,1.49,2025-08-24,0,Other
Family by Choice,Family by Choice: Limited Series,TV,9,4,8,237565.0,7.9,76.0,10.5082,Drama|Family,ko,70.0,4.0,1,0,,2.36,2024-10-13,1,Korean
Fast & Furious Presents: Hobbs & Shaw,,Films,1,10,10,384018.0,6.8,7629.0,12.1895,Action|Adventure|Comedy,en,137.0,2230.0,0,0,200000000.0,9.98,2025-09-07,0,English
Fast X,,Films,5,3,10,385687.0,7.0,6200.0,20.1104,Action|Crime|Thriller,en,142.0,186.0,0,0,340000000.0,11.94,2023-11-19,1,English
Fatal Intuition,,Films,4,2,5,369443.0,5.684,38.0,0.9293,Thriller|Crime,ko,109.0,3147.0,1,0,0.0,1.6,2024-06-09,1,Korean
Fear Street: Prom Queen,,Films,2,8,8,1001414.0,5.377,529.0,3.0418,Horror|Mystery,en,90.0,2.0,0,0,0.0,2.87,2025-05-25,0,English
Fester,,Films,2,5,10,1453726.0,0.0,0.0,0.3513,Drama|Horror,en,19.0,,0,0,0.0,0.17,2024-12-01,0,English
Fifty Shades Freed,,Films,1,8,8,337167.0,6.678,8286.0,12.0794,Drama|Romance,en,105.0,2069.0,0,0,55000000.0,4.25,2023-09-17,0,English
Find Me Falling,,Films,1,8,8,1255350.0,6.582,165.0,1.011,Romance|Comedy|Music,en,94.0,10.0,0,0,0.0,1.99,2024-07-28,0,English
Firefighters,,Films,3,1,3,1180163.0,0.0,0.0,0.0,,en,48.0,5052.0,0,0,0.0,0.0,2025-04-06,0,English
First Daughter,,Films,1,10,10,102947.0,4.6,23.0,0.743,Action|Comedy|Romance|TV Movie,en,96.0,8750.0,0,0,5000000.0,1.64,2023-07-30,0,English
First Lady,First Lady: Season 1,TV,5,5,9,158808.0,9.0,2.0,1.7448,Drama|Family|Comedy,tl,30.0,1322.0,0,0,,1.49,2025-09-28,1,Other
Five Nights at Freddy's,,Films,1,10,10,1228246.0,6.701,747.0,36.186,Horror|Thriller,en,104.0,-563.0,0,0,36000000.0,6.62,2024-05-19,0,English
Flightplan,,Films,2,5,7,9315.0,6.451,2899.0,3.7776,Thriller|Drama|Mystery,en,98.0,7255.0,0,0,55000000.0,3.86,2025-08-03,0,English
Following,,Films,4,1,8,11660.0,7.124,1797.0,4.4992,Drama|Thriller,en,69.0,9355.0,0,0,6000.0,1.38,2024-12-15,1,English
Fool Me Once,Fool Me Once: Limited Series,TV,2,8,8,220801.0,7.139,439.0,10.4927,Drama|Crime|Mystery,en,,6.0,0,0,,2.07,2024-01-07,0,English
Ford v. Ferrari,,Films,1,7,7,359724.0,8.005,8763.0,9.4249,Drama|Action|History,en,153.0,1593.0,0,0,97600000.0,5.2,2024-03-24,0,English
Forgotten Love,,Films,1,10,10,1555243.0,0.0,0.0,1.3427,Comedy,hu,0.0,-858.0,0,0,0.0,0.77,2023-10-08,0,Other
Four Brothers,,Films,2,7,10,8292.0,6.805,2325.0,4.4282,Action|Crime,en,109.0,6884.0,0,0,45000000.0,5.27,2024-06-16,0,English
Frankenstein,,Films,5,1,10,1062722.0,7.677,2938.0,34.2854,Drama|Fantasy|Horror,en,150.0,23.0,0,0,120000000.0,7.55,2025-11-09,1,English
Frankly Speaking,Frankly Speaking: Limited Series,TV,6,2,9,211705.0,6.957,23.0,5.7848,Comedy|Drama,ko,80.0,4.0,1,0,,1.76,2024-05-05,1,Korean
Friend,,Films,1,5,5,199122.0,6.3,12.0,1.7016,Drama,en,7.0,3870.0,0,0,0.0,1.87,2023-10-01,0,English
Friendly Rivalry,Friendly Rivalry: Season 1,TV,3,4,10,259288.0,8.635,89.0,8.5026,Mystery|Drama,ko,,62.0,1,0,,2.11,2025-04-13,0,Korean
Furies,,Films,2,6,6,212588.0,7.1,118.0,6.5362,Action & Adventure|Crime,fr,,-341.0,0,0,,0.0,2023-03-26,0,Other
Furies,Furies: Season 1:,TV,1,8,8,212588.0,7.1,118.0,6.5362,Action & Adventure|Crime,fr,,9.0,0,0,,0.0,2024-03-10,0,Other
G.I. Joe: Retaliation,,Films,3,9,9,72559.0,5.651,5700.0,5.6292,Action|Science Fiction|Adventure|Thriller,en,110.0,4638.0,0,0,130000000.0,5.56,2025-12-07,0,English
GOOD BOY,GOOD BOY: Season 1,TV,9,2,4,231280.0,8.7,140.0,10.9473,Crime|Comedy|Action & Adventure|Drama,ko,69.0,1.0,1,0,,1.91,2025-06-01,1,Korean
GTMAX,,Films,1,7,7,1171640.0,6.12,154.0,1.5877,Action|Crime,fr,100.0,12.0,0,0,0.0,0.91,2024-12-01,0,Other
Gachiakuta,Gachiakuta: Season 1,TV,1,8,8,256721.0,8.605,210.0,28.9533,Animation|Action & Adventure|Drama|Sci-Fi & Fantasy,ja,24.0,14.0,0,0,,3.14,2025-07-20,0,Japanese
Gatao: Big Brothers,,Films,1,10,10,1468057.0,6.5,8.0,4.073,Crime|Action,zh,0.0,129.0,0,0,0.0,1.96,2025-12-28,0,Other
Gemini Man,,Films,1,8,8,453405.0,6.27,5373.0,5.018,Science Fiction|Action|Adventure|Thriller,en,117.0,1481.0,0,0,140000000.0,4.25,2023-10-22,0,English
"Genie, Make a Wish","Genie, Make a Wish: Season 1",TV,6,1,7,228689.0,7.6,93.0,9.9386,Sci-Fi & Fantasy|Comedy|Drama,ko,58.0,2.0,1,0,,1.86,2025-10-05,1,Korean
Getaway and Go with Jangdobari,Getaway and Go with Jangdobari: Season 1,TV,2,6,6,293368.0,9.0,2.0,1.2965,Reality|Comedy,ko,,1.0,1,0,,0.87,2025-06-29,0,Korean
Ghost Cat Anzu,,Films,2,6,7,1030588.0,6.6,35.0,1.6891,Animation|Fantasy|Comedy|Family,ja,94.0,394.0,0,0,0.0,1.52,2025-08-17,0,Japanese
Ghost Doctor,Ghost Doctor: Limited Series,TV,2,6,6,152471.0,8.1,67.0,4.5454,Comedy|Drama|Sci-Fi & Fantasy,ko,60.0,790.0,1,0,,1.46,2024-03-03,0,Korean
Ghost in the Shell,,Films,2,7,8,9323.0,7.922,3759.0,7.3628,Action|Animation|Science Fiction,ja,83.0,10683.0,0,0,3000000.0,2.95,2025-02-16,0,Japanese
Ghostbusters: Frozen Empire,,Films,2,6,10,967847.0,6.461,2063.0,6.761,Fantasy|Adventure|Comedy,en,115.0,270.0,0,0,100000000.0,6.7,2024-12-15,0,English
Gladiator,,Films,2,8,9,98.0,8.222,20521.0,16.5348,Action|Drama|Adventure,en,155.0,8963.0,0,0,103000000.0,4.48,2024-11-17,0,English
Godzilla Minus One,,Films,1,5,5,940721.0,7.582,2997.0,9.4785,Science Fiction|Horror|Action,ja,124.0,219.0,0,0,15000000.0,2.6,2024-06-09,0,Japanese
Godzilla: King of the Monsters,,Films,2,4,4,373571.0,6.689,6578.0,9.5654,Science Fiction|Action,en,132.0,1754.0,0,0,170000000.0,6.74,2024-03-17,0,English
Golden Kamuy,,Films,1,9,9,1171462.0,6.909,82.0,3.314,Action|Adventure|Comedy,ja,129.0,128.0,0,0,0.0,2.25,2024-05-26,0,Japanese
Good News,,Films,7,1,10,783516.0,0.0,0.0,0.0454,Music,en,79.0,9423.0,0,0,0.0,2.36,2025-10-19,1,English
Good Partner,,TV,12,1,5,243761.0,7.9,15.0,3.4991,Drama|Comedy,ko,70.0,2.0,1,0,,1.46,2024-07-14,1,Korean
Goodbye Earth,Goodbye Earth: Limited Series,TV,3,2,9,139547.0,6.067,60.0,7.7065,Drama,ko,,2.0,1,0,,1.83,2024-04-28,0,Korean
Granny's Got Talent,,Films,2,2,7,333713.0,7.7,13.0,0.9698,Comedy,ko,108.0,3363.0,1,0,0.0,1.64,2024-05-19,0,Korean
Green Book,,Films,1,10,10,490132.0,8.222,12598.0,10.1068,Drama|Comedy|History,en,130.0,2515.0,0,0,23000000.0,4.14,2025-10-05,0,English
Greenhouse,,Films,2,4,5,1243840.0,0.0,0.0,0.3949,Comedy,en,0.0,,0,0,0.0,0.19,2023-10-15,0,English
Gundam: Requiem for Vengeance,Gundam: Requiem for Vengeance: Season 1,TV,2,9,10,229906.0,7.008,65.0,4.1215,War & Politics|Sci-Fi & Fantasy|Animation,ja,,3.0,0,0,,0.71,2024-10-20,0,Japanese
Gyeongseong Creature,Gyeongseong Creature: Season 1,TV,8,1,7,135238.0,7.983,297.0,12.9035,Sci-Fi & Fantasy|Mystery|Action & Adventure|Drama,ko,,2.0,1,0,,3.1,2023-12-24,1,Korean
Gyeongseong Creature,Gyeongseong Creature: Season 2,TV,4,2,8,135238.0,7.983,297.0,12.9035,Sci-Fi & Fantasy|Mystery|Action & Adventure|Drama,ko,,282.0,1,1,,3.1,2024-09-29,1,Korean
HELL DOGS - IN THE HOUSE OF BAMBOO -,,Films,2,7,7,910371.0,7.0,73.0,1.4444,Action|Crime|Drama|Mystery|Thriller,ja,137.0,170.0,0,0,0.0,1.87,2023-03-05,0,Japanese
Haikyu!!: The Dumpster Battle,,Films,1,8,8,1012201.0,7.7,226.0,4.582,Animation|Comedy,ja,84.0,478.0,0,0,5000000.0,3.97,2025-06-08,0,Japanese
Hail to Hell,,Films,2,6,6,1019810.0,6.7,9.0,0.5322,Adventure|Drama,ko,109.0,95.0,1,0,0.0,1.27,2023-11-19,0,Korean
Han Gong-ju,,Films,2,5,5,229304.0,7.228,125.0,1.6172,Drama,ko,112.0,3706.0,1,0,0.0,1.47,2024-06-09,0,Korean
Hansan: Rising Dragon - REDUX,,Films,6,8,8,588108.0,6.548,84.0,3.2324,War|Action|Drama|History,ko,130.0,515.0,1,0,0.0,1.73,2023-12-24,1,Korean
Happiness,Happiness: Limited Series,TV,3,6,9,292318.0,5.0,1.0,3.6727,Drama|Action & Adventure|Mystery,th,,-530.0,0,0,,1.48,2023-12-17,0,Other
Happy Gilmore 2,,Films,1,6,6,1263256.0,6.557,876.0,5.9282,Comedy,en,115.0,9.0,0,0,152000000.0,5.19,2025-08-03,0,English
Harbin,,Films,5,1,8,57903.0,3.5,2.0,3.4988,Horror,tl,86.0,5891.0,0,0,0.0,2.28,2025-04-27,1,Other
Havana,,Films,2,2,2,688305.0,0.0,0.0,1.5443,Documentary,en,90.0,12160.0,0,0,0.0,1.06,2023-12-24,0,English
Havoc,,Films,3,4,7,668489.0,6.375,1151.0,7.4367,Action|Crime|Thriller|Drama,en,107.0,2.0,0,0,90000000.0,5.19,2025-04-27,0,English
Heart Pairing,Heart Pairing: Season 1,TV,3,5,8,285973.0,0.0,0.0,1.9506,Reality,ko,,9.0,1,0,,0.88,2025-03-16,0,Korean
Heart Signal,Heart Signal: Season 4,TV,9,4,10,103147.0,5.4,6.0,55.209,Reality,zh,90.0,1736.0,0,1,,1.82,2023-05-28,1,Other
Heart of Stone,,Films,5,1,9,724209.0,6.743,1859.0,3.5961,Action|Crime|Thriller,en,122.0,4.0,0,0,0.0,3.24,2023-08-13,1,English
Heart of the Hunter,,Films,3,3,8,1181548.0,5.809,123.0,1.2439,Action,en,108.0,3.0,0,0,0.0,1.75,2024-03-31,0,English
Heartsping: Teenieping of Love,,Films,2,2,7,1275096.0,7.1,4.0,0.7985,Animation|Family|Adventure|Fantasy,ko,86.0,151.0,1,0,0.0,1.17,2025-01-05,0,Korean
Heaven's Soldiers,,Films,2,7,7,37502.0,6.048,31.0,0.7878,Science Fiction|Action|Comedy,ko,106.0,7026.0,1,0,8000000.0,2.08,2024-09-08,0,Korean
Heavenly Ever After,Heavenly Ever After: Limited Series,TV,8,2,10,254389.0,8.418,67.0,4.7465,Sci-Fi & Fantasy|Drama,ko,,1.0,1,0,,1.8,2025-04-20,1,Korean
Hell's Paradise: Jigokuraku,Hell's Paradise: Jigokuraku: Season 2,TV,1,10,10,117465.0,8.142,394.0,69.7477,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,25.0,1030.0,0,1,,2.33,2026-01-25,0,Japanese
Hellbound,Hellbound: Season 1,TV,8,5,10,106651.0,7.339,973.0,8.4267,Drama|Mystery|Sci-Fi & Fantasy,ko,52.0,1073.0,1,0,,1.01,2024-10-27,1,Korean
Hellbound,Hellbound: Season 2,TV,4,1,7,106651.0,7.339,973.0,8.4267,Drama|Mystery|Sci-Fi & Fantasy,ko,52.0,1073.0,1,1,,1.01,2024-10-27,1,Korean
Hello Carbot the Movie: The Secret of Omphalos Island,,Films,1,10,10,577205.0,6.0,2.0,0.2814,Animation|Adventure|Family|Science Fiction,ko,78.0,1907.0,1,0,0.0,0.88,2024-04-21,0,Korean
